Gilbert;B@B;GrafFas_Dep;
Brian;C@C;RDR_Dep;
Brian;G@G;OOF_Dep;
Ivan;J@J;DedIns_Dep;
Liam;J@J;Fem_Dep;
Wade;G@G;SKS_Dep;
Kate;I@I;OOF_Dep;
Kate;B@B;Af_Dep;
Gilbert;J@J;Fem_Dep;
Brian;A@A;Fem_Dep;
Dave;J@J;Zaravidl_Dep;
Wade;B@B;Af_Dep;
Gilbert;A@A;DedIns_Dep;
Gilbert;E@E;OOF_Dep;
Riley;G@G;Tx_Dep;
Gilbert;G@G;DDLN_Dep;
Wade;I@I;Zaravidl_Dep;
Riley;B@B;GrafFas_Dep;
Wade;C@C;Tx_Dep;
Brian;H@H;DDLN_Dep;
Dan;I@I;DedIns_Dep;
Robert;E@E;OOF_Dep;
Kate;D@D;OOF_Dep;
Dan;F@F;Fem_Dep;
Kate;A@A;Af_Dep;
Dave;B@B;RDR_Dep;
Ivan;G@G;Af_Dep;
Ivan;I@I;Af_Dep;
Liam;H@H;RDR_Dep;
Dave;C@C;DDLN_Dep;
Kate;J@J;Tx_Dep;
Dave;I@I;SKS_Dep;
Wade;C@C;DDLN_Dep;
Riley;F@F;Tx_Dep;
Gilbert;E@E;OOF_Dep;
Robert;D@D;Af_Dep;
Riley;E@E;SKS_Dep;
Riley;H@H;DedIns_Dep;
Liam;G@G;Zaravidl_Dep;
Brian;I@I;DDLN_Dep;
Gilbert;J@J;Af_Dep;
Wade;A@A;Fem_Dep;
Ivan;I@I;Fem_Dep;
Riley;G@G;GrafFas_Dep;
Ivan;J@J;GrafFas_Dep;
Dave;I@I;Tx_Dep;
Kate;G@G;Zaravidl_Dep;
Dave;D@D;GrafFas_Dep;
Wade;E@E;Af_Dep;
Wade;J@J;Tx_Dep;
Riley;D@D;DedIns_Dep;
Gilbert;B@B;Af_Dep;
Wade;I@I;GrafFas_Dep;
Gilbert;D@D;Fem_Dep;
Wade;B@B;Af_Dep;
Dan;C@C;GrafFas_Dep;
Robert;B@B;OOF_Dep;
Liam;J@J;Tx_Dep;
Dave;A@A;SKS_Dep;
Liam;G@G;Fem_Dep;
Wade;J@J;Fem_Dep;
Liam;C@C;Fem_Dep;
Wade;B@B;OOF_Dep;
Dan;G@G;Fem_Dep;
Kate;H@H;DedIns_Dep;
Dave;A@A;Af_Dep;
Wade;H@H;OOF_Dep;
Gilbert;C@C;Zaravidl_Dep;
Ivan;J@J;SKS_Dep;
Ivan;A@A;GrafFas_Dep;
Ivan;I@I;Af_Dep;
Robert;A@A;SKS_Dep;
Liam;E@E;Af_Dep;
Riley;J@J;Zaravidl_Dep;
Liam;G@G;SKS_Dep;
Brian;G@G;Tx_Dep;
Gilbert;H@H;Tx_Dep;
Riley;A@A;DedIns_Dep;
Wade;J@J;Fem_Dep;
Kate;J@J;DDLN_Dep;
Brian;G@G;Af_Dep;
Dave;D@D;Af_Dep;
Dan;D@D;Tx_Dep;
Dave;A@A;Zaravidl_Dep;
Ivan;G@G;Tx_Dep;
Ivan;J@J;Zaravidl_Dep;
Kate;F@F;Fem_Dep;
Riley;F@F;RDR_Dep;
Liam;H@H;Zaravidl_Dep;
Robert;C@C;DDLN_Dep;
Dan;E@E;GrafFas_Dep;
Dan;I@I;Tx_Dep;
Gilbert;I@I;RDR_Dep;
Riley;A@A;Af_Dep;
Liam;D@D;Tx_Dep;
Kate;E@E;Zaravidl_Dep;
Dan;I@I;SKS_Dep;
Robert;J@J;DDLN_Dep;
Ivan;A@A;Tx_Dep;
Liam;J@J;Af_Dep;
Dan;G@G;DedIns_Dep;
Dan;H@H;Tx_Dep;
Liam;F@F;OOF_Dep;
Gilbert;D@D;DDLN_Dep;
Dan;H@H;DedIns_Dep;
Wade;F@F;DedIns_Dep;
Riley;H@H;Tx_Dep;
Ivan;G@G;DDLN_Dep;
Riley;C@C;SKS_Dep;
Gilbert;J@J;OOF_Dep;
Dave;F@F;Fem_Dep;
Kate;I@I;Zaravidl_Dep;
Kate;G@G;OOF_Dep;
Ivan;I@I;Zaravidl_Dep;
Kate;G@G;SKS_Dep;
Wade;C@C;Tx_Dep;
Riley;F@F;SKS_Dep;
Kate;G@G;RDR_Dep;
Gilbert;B@B;DedIns_Dep;
Kate;I@I;DDLN_Dep;
Wade;D@D;OOF_Dep;
Kate;J@J;DedIns_Dep;
Riley;B@B;OOF_Dep;
Liam;J@J;Fem_Dep;
Ivan;B@B;DedIns_Dep;
Kate;J@J;Af_Dep;
Riley;I@I;OOF_Dep;
Riley;I@I;GrafFas_Dep;
Dan;F@F;Zaravidl_Dep;
Dave;F@F;Tx_Dep;
Robert;C@C;DedIns_Dep;
Brian;H@H;GrafFas_Dep;
Dan;D@D;DDLN_Dep;
Kate;F@F;DDLN_Dep;
Riley;F@F;RDR_Dep;
Kate;A@A;OOF_Dep;
Robert;E@E;Tx_Dep;
Dan;I@I;SKS_Dep;
Brian;F@F;OOF_Dep;
Dan;C@C;Tx_Dep;
Robert;G@G;Tx_Dep;
Wade;B@B;Tx_Dep;
Gilbert;D@D;Tx_Dep;
Wade;I@I;OOF_Dep;
Ivan;J@J;DDLN_Dep;
Wade;D@D;Zaravidl_Dep;
Robert;E@E;Tx_Dep;
Riley;D@D;DDLN_Dep;
Gilbert;F@F;Af_Dep;
Wade;C@C;OOF_Dep;
Dave;G@G;OOF_Dep;
Brian;C@C;Fem_Dep;
Robert;J@J;Zaravidl_Dep;
Liam;D@D;Af_Dep;
Brian;A@A;DDLN_Dep;
Wade;F@F;Tx_Dep;
Riley;B@B;DedIns_Dep;
Kate;G@G;Af_Dep;
Kate;G@G;Af_Dep;
Gilbert;I@I;GrafFas_Dep;
Gilbert;J@J;RDR_Dep;
Robert;C@C;OOF_Dep;
Liam;G@G;Fem_Dep;
Ivan;J@J;Zaravidl_Dep;
Dave;F@F;SKS_Dep;
Dan;I@I;DedIns_Dep;
Wade;C@C;OOF_Dep;
Gilbert;H@H;DedIns_Dep;
Ivan;E@E;OOF_Dep;
Dan;A@A;RDR_Dep;
Kate;I@I;Zaravidl_Dep;
Kate;C@C;GrafFas_Dep;
Brian;C@C;Af_Dep;
Gilbert;C@C;Tx_Dep;
Ivan;G@G;Fem_Dep;
Dan;H@H;DDLN_Dep;
Kate;B@B;GrafFas_Dep;
Dan;I@I;Af_Dep;
Robert;G@G;DDLN_Dep;
Riley;B@B;SKS_Dep;
Riley;E@E;SKS_Dep;
Dan;I@I;SKS_Dep;
Kate;C@C;SKS_Dep;
Kate;F@F;DedIns_Dep;
Liam;H@H;GrafFas_Dep;
Gilbert;A@A;RDR_Dep;
Brian;I@I;Zaravidl_Dep;
Kate;E@E;Af_Dep;
Robert;I@I;SKS_Dep;
Gilbert;E@E;Af_Dep;
Dave;H@H;Af_Dep;
Liam;D@D;DedIns_Dep;
Dan;C@C;DedIns_Dep;
Dave;G@G;DDLN_Dep;
Dave;E@E;DDLN_Dep;
Ivan;H@H;DedIns_Dep;
Wade;E@E;DDLN_Dep;
Brian;C@C;Zaravidl_Dep;
Dave;C@C;Zaravidl_Dep;
Dave;I@I;Fem_Dep;
Brian;I@I;DDLN_Dep;
Dave;I@I;Tx_Dep;
Liam;F@F;Tx_Dep;
Kate;G@G;Fem_Dep;
Kate;G@G;Fem_Dep;
Gilbert;J@J;RDR_Dep;
Brian;H@H;Tx_Dep;
Liam;H@H;OOF_Dep;
Kate;C@C;RDR_Dep;
Brian;H@H;SKS_Dep;
Robert;I@I;SKS_Dep;
Dan;H@H;Tx_Dep;
Ivan;I@I;OOF_Dep;
Kate;F@F;RDR_Dep;
Kate;D@D;GrafFas_Dep;
Wade;H@H;Tx_Dep;
Riley;F@F;OOF_Dep;
Dave;I@I;Tx_Dep;
Robert;F@F;Fem_Dep;
Ivan;I@I;SKS_Dep;
Ivan;C@C;Af_Dep;
Wade;H@H;Fem_Dep;
Liam;D@D;Af_Dep;
Liam;E@E;Fem_Dep;
Dan;C@C;RDR_Dep;
Dan;E@E;DDLN_Dep;
Wade;A@A;Tx_Dep;
Wade;E@E;SKS_Dep;
Gilbert;A@A;Fem_Dep;
Dan;F@F;GrafFas_Dep;
Kate;B@B;Fem_Dep;
Dan;H@H;OOF_Dep;
Kate;F@F;DedIns_Dep;
Dave;A@A;Fem_Dep;
Wade;E@E;DedIns_Dep;
Wade;E@E;Tx_Dep;
Gilbert;G@G;OOF_Dep;
Wade;E@E;Zaravidl_Dep;
Riley;H@H;Zaravidl_Dep;
Brian;H@H;RDR_Dep;
Dan;D@D;Fem_Dep;
Kate;J@J;DedIns_Dep;
Kate;C@C;Zaravidl_Dep;
Brian;G@G;SKS_Dep;
Kate;B@B;RDR_Dep;
Kate;I@I;OOF_Dep;
Dave;C@C;DedIns_Dep;
Brian;C@C;Zaravidl_Dep;
Kate;F@F;OOF_Dep;
Dan;F@F;SKS_Dep;
Dave;J@J;DedIns_Dep;
Gilbert;C@C;Af_Dep;
Liam;H@H;RDR_Dep;
Gilbert;F@F;RDR_Dep;
Liam;C@C;Tx_Dep;
Riley;E@E;SKS_Dep;
Gilbert;A@A;RDR_Dep;
Ivan;I@I;DedIns_Dep;
Dave;A@A;OOF_Dep;
Liam;B@B;RDR_Dep;
Robert;E@E;Fem_Dep;
Brian;F@F;DedIns_Dep;
Dan;G@G;Tx_Dep;
Riley;E@E;Zaravidl_Dep;
Brian;C@C;OOF_Dep;
Wade;A@A;DDLN_Dep;
Riley;B@B;DedIns_Dep;
Ivan;D@D;DedIns_Dep;
Wade;D@D;RDR_Dep;
Dan;J@J;GrafFas_Dep;
Dan;A@A;Af_Dep;
Brian;F@F;GrafFas_Dep;
Riley;C@C;Fem_Dep;
Robert;C@C;SKS_Dep;
Robert;I@I;GrafFas_Dep;
Riley;H@H;RDR_Dep;
Liam;G@G;RDR_Dep;
Ivan;D@D;DedIns_Dep;
Brian;B@B;Fem_Dep;
Brian;D@D;RDR_Dep;
Dan;G@G;GrafFas_Dep;
Dave;H@H;SKS_Dep;
Kate;C@C;Tx_Dep;
Brian;G@G;DDLN_Dep;
Robert;I@I;RDR_Dep;
Wade;G@G;Zaravidl_Dep;
Riley;F@F;RDR_Dep;
Riley;E@E;Af_Dep;
Riley;G@G;DDLN_Dep;
Gilbert;G@G;GrafFas_Dep;
Dan;G@G;Zaravidl_Dep;
Brian;C@C;GrafFas_Dep;
Kate;E@E;Fem_Dep;
Wade;A@A;Fem_Dep;
Brian;B@B;GrafFas_Dep;
Dan;E@E;Fem_Dep;
Robert;G@G;Zaravidl_Dep;
Brian;F@F;Fem_Dep;
Riley;I@I;Fem_Dep;
Gilbert;F@F;OOF_Dep;
Kate;F@F;OOF_Dep;
Liam;G@G;Zaravidl_Dep;
Kate;D@D;GrafFas_Dep;
Liam;D@D;OOF_Dep;
Gilbert;H@H;Fem_Dep;
Ivan;E@E;RDR_Dep;
Robert;C@C;Zaravidl_Dep;
Brian;E@E;Fem_Dep;
Riley;D@D;Zaravidl_Dep;
Dave;H@H;Af_Dep;
Kate;G@G;Zaravidl_Dep;
Kate;A@A;DedIns_Dep;
Riley;E@E;Tx_Dep;
Brian;J@J;Tx_Dep;
Dan;D@D;Zaravidl_Dep;
Wade;I@I;SKS_Dep;
Robert;C@C;DedIns_Dep;
Ivan;I@I;SKS_Dep;
Liam;G@G;Tx_Dep;
Ivan;D@D;DedIns_Dep;
Dave;G@G;OOF_Dep;
Liam;I@I;GrafFas_Dep;
Liam;I@I;RDR_Dep;
Brian;A@A;DedIns_Dep;
Riley;C@C;SKS_Dep;
Wade;J@J;Zaravidl_Dep;
Wade;C@C;DedIns_Dep;
Ivan;H@H;Af_Dep;
Kate;B@B;RDR_Dep;
Liam;J@J;DDLN_Dep;
Robert;E@E;Tx_Dep;
Kate;E@E;Zaravidl_Dep;
Robert;A@A;GrafFas_Dep;
Robert;D@D;Zaravidl_Dep;
Ivan;G@G;OOF_Dep;
Brian;C@C;Af_Dep;
Dan;E@E;SKS_Dep;
Ivan;J@J;Fem_Dep;
Dave;D@D;RDR_Dep;
Robert;C@C;OOF_Dep;
Gilbert;I@I;OOF_Dep;
Brian;I@I;DDLN_Dep;
Kate;D@D;RDR_Dep;
Wade;D@D;Tx_Dep;
Liam;D@D;RDR_Dep;
Dan;B@B;SKS_Dep;
Ivan;F@F;GrafFas_Dep;
Dave;H@H;Zaravidl_Dep;
Dan;D@D;Af_Dep;
Dan;C@C;DDLN_Dep;
Gilbert;G@G;Tx_Dep;
Liam;H@H;OOF_Dep;
Wade;C@C;GrafFas_Dep;
Dan;C@C;DDLN_Dep;
Gilbert;J@J;OOF_Dep;
Ivan;C@C;DDLN_Dep;
Dan;G@G;RDR_Dep;
Ivan;H@H;Af_Dep;
Robert;F@F;Tx_Dep;
Riley;B@B;RDR_Dep;
Brian;J@J;RDR_Dep;
Dave;A@A;Fem_Dep;
Dan;D@D;Tx_Dep;
Brian;F@F;SKS_Dep;
Gilbert;D@D;DDLN_Dep;
Robert;F@F;DDLN_Dep;
Kate;E@E;SKS_Dep;
Riley;I@I;RDR_Dep;
